aluguel,CEP,Município,Bairro,Logradouro,Condomínio,IPTU,Tamanho,Vagas na garagem,Área útil,Banheiros,Tipo,Aluguel + Condomínio,Detalhes do imóvel,Detalhes do condomínio,Área construída,Acomoda,Características
330.000,24933150,Maricá,Jardim Atlântico Leste (Itaipuaçu),Rua Cento e Dezenove,R$ 0,R$ 300,,1,,1,Padrão,,,,110m²,,
1.400,21310310,Rio de Janeiro,Cascadura,Avenida Ernani Cardoso,R$ 0,R$ 0,,0,55m²,2,Padrão,R$ 1.400,,,,,
1.000,20230011,Rio de Janeiro,Centro,Rua Riachuelo - de 197 a 333 - lado ímpar,R$ 477,R$ 0,,0,17m²,1,Padrão,R$ 1.477,"Ar condicionado, Mobiliado","Condomínio fechado, Elevador",,,
2.800,22783127,Rio de Janeiro,Barra da Tijuca,Avenida Salvador Allende,R$ 700,R$ 65,,1,51m²,1,Padrão,R$ 3.500,"Piscina, Varanda","Elevador, Piscina, Salão de festas",,,
1.200,22730305,Rio de Janeiro,Tanque,Rua Laura Teles,R$ 760,R$ 61,,1,66m²,1,Padrão,R$ 1.960,Churrasqueira,Salão de festas,,,
10.000,26260130,Nova Iguaçu,Conjunto Residencial Redenção,Rua Brandão Miranda,R$ 1.300,R$ 150,,2,,1,Casa de condomínio,R$ 11.300,"Ar condicionado, Churrasqueira, Piscina","Academia, Condomínio fechado, Piscina",390m²,,
500,22745270,Rio de Janeiro,Freguesia (Jacarepaguá),Rua Araguaia - até 998/0999,R$ 502,R$ 106,19m²,,,,,,,,,,
2.000,22723510,Rio de Janeiro,Taquara,Rua dos Biólogos,R$ 0,R$ 0,50m²,0,,,,,,,,,
2.000,22031030,Rio de Janeiro,Copacabana,Rua Silva Castro,R$ 550,R$ 91,,,30m²,1,Padrão,R$ 2.550,,Elevador,,,
36.000,25955490,Teresópolis,Bom Retiro,Rua Café Filho,R$ 0,R$ 16.289,300000m²,0,,,,,,,,,
12.000,20040040,Rio de Janeiro,Centro,Travessa do Ouvidor,R$ 0,R$ 2.703,175m²,0,,,,,,,,,
6.000,20040040,Rio de Janeiro,Centro,Travessa do Ouvidor,R$ 2.700,R$ 1.187,130m²,0,,,,,,,,,
8.000,20011901,Rio de Janeiro,Centro,Rua da Assembléia - lado par,R$ 5.690,R$ 1.412,191m²,0,,,,,,,,,
40.000,20021290,Rio de Janeiro,Centro,Rua do Passeio,R$ 23.188,R$ 6.506,960m²,0,,,,,,,,,
6.000,20040040,Rio de Janeiro,Centro,Travessa do Ouvidor,R$ 2.700,R$ 1.323,130m²,0,,,,,,,,,
28.000,20040001,Rio de Janeiro,Centro,Avenida Rio Branco - de 102 a 126 - lado par,R$ 11.540,R$ 5.210,450m²,0,,,,,,,,,
2.800,22790883,Rio de Janeiro,Recreio dos Bandeirantes,Rua Teixeira Heizer,R$ 991,R$ 130,,1,66m²,2,Padrão,R$ 3.791,"Armários na cozinha, Churrasqueira, Piscina, Varanda","Piscina, Salão de festas, Segurança 24h",,,
15.000,21070680,Rio de Janeiro,Olaria,Rua Ibiapina,R$ 530,R$ 1.240,1650m²,5 ou mais,,,,,,,,,
57.400,22250040,Rio de Janeiro,Botafogo,Praia Botafogo - de 285/286 ao fim,R$ 11.160,R$ 1.722,410m²,5 ou mais,,,,,,,,,
10.300,22410001,Rio de Janeiro,Ipanema,Rua Visconde de Pirajá - até 331 - lado ímpar,R$ 3.900,R$ 886,67m²,0,,,,,,,,,
8.500,25961220,Teresópolis,Parque do Ingá,Rua Modesto Leal,R$ 0,R$ 500,,3,,5 ou mais,Padrão,R$ 8.500,Mobiliado,,5000m²,,
3.000,22753270,Rio de Janeiro,Jacarepaguá,Rua Aldrin,R$ 250,R$ 348,,0,,5 ou mais,Casa de condomínio,R$ 3.250,"Armários na cozinha, Churrasqueira, Varanda",Permitido animais,360m²,,
950,21320080,Rio de Janeiro,Campinho,Rua Francisco Gifoni,R$ 0,R$ 50,,0,60m²,1,Padrão,R$ 950,Armários na cozinha,,,,
850,21320080,Rio de Janeiro,Campinho,Rua Francisco Gifoni,R$ 0,R$ 50,,0,60m²,1,Padrão,R$ 850,Armários na cozinha,,,,
1.200,22631000,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - até 2211 - lado ímpar,R$ 1.200,R$ 582,42m²,1,,,,,,,,,
800,23013470,Rio de Janeiro,Senador Vasconcelos,Rua Artur Rios - lado par,R$ 0,R$ 20,,0,,1,Padrão,R$ 800,,,70m²,,
600,23095450,Rio de Janeiro,Campo Grande,Rua Ivape,R$ 0,R$ 17,,0,,1,Padrão,R$ 600,,,45m²,,
1.200,24900820,Maricá,Centro,Rua Domício da Gama - de 714 ao fim  - lado par,R$ 0,R$ 0,,2,,1,Padrão,R$ 1.200,"Armários na cozinha, Varanda",Permitido animais,60m²,,
55.800,22250040,Rio de Janeiro,Botafogo,Praia Botafogo - de 285/286 ao fim,R$ 11.130,R$ 3.620,463m²,5 ou mais,,,,,,,,,
1.500,24941615,Maricá,Chácaras de Inoã (Inoã),Rua Esperança,R$ 0,R$ 0,,2,,2,Padrão,R$ 1.500,Varanda,,10m²,,
1.100,20231030,Rio de Janeiro,Centro,Avenida Henrique Valadares - até 138/139,R$ 485,R$ 1,,0,30m²,1,Kitnet,R$ 1.585,"Ar condicionado, Armários na cozinha","Elevador, Permitido animais, Portaria",,,
2.000,22793080,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 5152/5153 a 6733/6734,R$ 1.090,R$ 593,32m²,,,,,,,,,,
3.500,22250040,Rio de Janeiro,Botafogo,Praia Botafogo - de 285/286 ao fim,R$ 1.756,R$ 360,,,160m²,2,Padrão,R$ 5.256,,,,,
900,22790704,Rio de Janeiro,Recreio dos Bandeirantes,Avenida das Américas - de 15598 a 20000 - lado par,R$ 650,R$ 320,25m²,1,,,,,,,,,
3.200,21321232,Rio de Janeiro,Vila Valqueire,Rua Luiz Beltrão - de 561/562 a 1269/1270,R$ 0,R$ 808,153m²,,,,,,,,,,
75.000,20050030,Rio de Janeiro,Centro,Rua Gonçalves Dias,R$ 0,R$ 0,924m²,,,,,,,,,,
32.000,20050030,Rio de Janeiro,Centro,Rua Gonçalves Dias,R$ 0,R$ 0,530m²,,,,,,,,,,
3.500,22795070,Rio de Janeiro,Recreio dos Bandeirantes,Rua Carlota Macedo Soares,R$ 1.650,R$ 376,,2,120m²,3,Padrão,R$ 5.150,,,,,
500,28800000,Rio Bonito,,,R$ 0,R$ 0,50m²,0,,,,,,,,,
29.800,20071004,Rio de Janeiro,Centro,Avenida Presidente Vargas - de 585 a 1261 - lado ímpar,R$ 5.800,R$ 2.084,148m²,0,,,,,,,,,
39.900,22250040,Rio de Janeiro,Botafogo,Praia Botafogo - de 285/286 ao fim,R$ 2.648,R$ 991,210m²,2,,,,,,,,,
1.500,24931100,Maricá,São José do Imbassaí,Avenida Guarujá,R$ 0,R$ 0,,1,,2,Padrão,R$ 1.500,Varanda,,10m²,,
1.200,21833140,Rio de Janeiro,Senador Camará,Rua Raul Azevedo,R$ 450,R$ 0,,1,84m²,2,Padrão,R$ 1.650,,,,,
1.100,23085590,Rio de Janeiro,Campo Grande,Estrada da Caroba,R$ 0,R$ 130,,0,,1,Padrão,R$ 1.100,Varanda,,206m²,,
2.600,20270230,Rio de Janeiro,Tijuca,Rua Doutor Satamini - até 136 - lado par,R$ 1.320,R$ 250,,1,114m²,3,Padrão,R$ 3.920,Ar condicionado,"Condomínio fechado, Elevador, Permitido animais, Portaria, Segurança 24h",,,
2.500,22790702,Rio de Janeiro,Recreio dos Bandeirantes,Avenida das Américas - de 12004 a 15596 - lado par,R$ 860,R$ 199,,1,65m²,2,Padrão,R$ 3.360,Piscina,"Piscina, Salão de festas",,,
700,21032000,Rio de Janeiro,Bonsucesso,Rua Cardoso de Morais,R$ 570,R$ 45,30m²,0,,,,,,,,,
8.000,22783121,Rio de Janeiro,Vargem Pequena,Rua Professor Santos Moreira,R$ 0,R$ 0,,1,,4,Casa de condomínio,R$ 8.000,"Ar condicionado, Armários na cozinha, Churrasqueira, Piscina, Varanda",Piscina,315m²,,
1.150,21735210,Rio de Janeiro,Realengo,Estrada São Pedro de Alcântara - de 4001/4002 ao fim,R$ 0,R$ 0,,1,52m²,1,Padrão,R$ 1.150,Armários na cozinha,Segurança 24h,,,
16.000,22440000,Rio de Janeiro,Leblon,Rua Almirante Guilhem,R$ 2.396,R$ 821,,1,128m²,5 ou mais,Padrão,R$ 18.396,"Academia, Ar condicionado, Churrasqueira, Piscina, Varanda","Academia, Elevador, Piscina, Salão de festas",,,
10.000,22620172,Rio de Janeiro,Barra da Tijuca,Avenida Lúcio Costa - de 1432 a 3100 - lado par,R$ 4.750,R$ 1.320,,2,150m²,3,Padrão,R$ 14.750,"Armários na cozinha, Churrasqueira, Piscina","Permitido animais, Piscina, Salão de festas, Segurança 24h",,,
1.300,20735160,Rio de Janeiro,Méier,Rua Venceslau,R$ 0,R$ 0,,,52m²,1,Padrão,R$ 1.300,,,,,
800,24110002,Niterói,Santana,Rua Benjamin Constant - lado par,R$ 467,R$ 114,,0,60m²,1,Padrão,R$ 1.267,Academia,"Academia, Condomínio fechado",,,
1.900,24800113,Itaboraí,Centro,Rua João Caetano,R$ 0,R$ 0,,1,48m²,1,Padrão,R$ 1.900,"Academia, Ar condicionado, Área de serviço, Armários na cozinha, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas, Segurança 24h",,,
900,22730020,Rio de Janeiro,Taquara,Rua Godofredo Viana,R$ 480,R$ 0,,1,61m²,1,Padrão,R$ 1.380,"Churrasqueira, Varanda",Salão de festas,,,
1.500,20730380,Rio de Janeiro,Engenho de Dentro,Rua Doutor Leal,R$ 780,R$ 72,,1,60m²,2,Padrão,R$ 2.280,"Área de serviço, Churrasqueira, Mobiliado, Piscina, Varanda","Elevador, Piscina, Salão de festas, Segurança 24h",,,
900,23027220,Rio de Janeiro,Pedra de Guaratiba,Rua Professor Antônio Reis,R$ 0,R$ 0,60m²,0,,,,,,,,,
3.000,24240130,Niterói,Pe Pequeno,Rua Itaguaí,R$ 0,R$ 120,,0,70m²,2,Padrão,R$ 3.000,,,,,
750,20725080,Rio de Janeiro,Lins de Vasconcelos,Rua Heráclito Graça,R$ 0,R$ 0,,0,,1,Padrão,R$ 750,,,,,
1.300,20541155,Rio de Janeiro,Andaraí,Rua Amaral,R$ 420,,,0,50m²,1,Padrão,R$ 1.720,"Área de serviço, Armários na cozinha","Condomínio fechado, Elevador",,,
570.000,22750012,Rio de Janeiro,Freguesia (Jacarepaguá),Estrada do Bananal - de 203 ao fim - lado ímpar,R$ 867,R$ 191,,1,81m²,2,Padrão,,"Academia, Churrasqueira, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas, Segurança 24h",,,
2.650,22750012,Rio de Janeiro,Freguesia (Jacarepaguá),Estrada do Bananal - de 203 ao fim - lado ímpar,R$ 867,R$ 191,,1,81m²,2,Padrão,R$ 3.517,"Academia, Churrasqueira, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas, Segurança 24h",,,
9.800,22776050,Rio de Janeiro,Barra da Tijuca,Rua Jacarandás da Península,R$ 2.300,R$ 424,,2,121m²,3,Padrão,R$ 12.100,"Academia, Ar condicionado, Churrasqueira, Piscina","Academia, Condomínio fechado, Permitido animais, Piscina, Portaria, Salão de festas",,,
5.700,20050094,Rio de Janeiro,Centro,Rua Uruguaiana - de 045 a 099 - lado ímpar,R$ 0,R$ 0,229m²,0,,,,,,,,,
5.400,20050094,Rio de Janeiro,Centro,Rua Uruguaiana - de 045 a 099 - lado ímpar,R$ 0,R$ 0,216m²,0,,,,,,,,,
3.900,20050094,Rio de Janeiro,Centro,Rua Uruguaiana - de 045 a 099 - lado ímpar,R$ 0,R$ 0,156m²,0,,,,,,,,,
7.200,20050094,Rio de Janeiro,Centro,Rua Uruguaiana - de 045 a 099 - lado ímpar,R$ 0,R$ 0,293m²,0,,,,,,,,,
20.000,22793320,Rio de Janeiro,Barra da Tijuca,Avenida Di Cavalcanti,R$ 1.200,R$ 500,,4,,5 ou mais,Casa de condomínio,,"Área de serviço, Armários na cozinha, Churrasqueira, Varanda","Condomínio fechado, Permitido animais",200m²,,
700,23056620,Rio de Janeiro,Cosmos,Rua das Amendoeiras,R$ 316,R$ 0,,1,44m²,1,Padrão,R$ 1.016,"Churrasqueira, Piscina","Condomínio fechado, Permitido animais, Piscina, Salão de festas",,,
1.130,20560185,Rio de Janeiro,Grajaú,Rua Marechal Jofre - de 2 ao fim - lado par,R$ 0,R$ 63,,1,30m²,1,Kitnet,R$ 1.130,Ar condicionado,,,,
3.000,20550010,Rio de Janeiro,Tijuca,Rua São Francisco Xavier - até 321 - lado ímpar,R$ 1.050,R$ 150,,1,140m²,3,Padrão,R$ 4.050,,"Condomínio fechado, Elevador",,,
500,21310160,Rio de Janeiro,Madureira,Rua Doutor Passos,R$ 0,R$ 0,,0,30m²,1,Kitnet,R$ 500,,,,,
1.500,26210970,Nova Iguaçu,Centro,Rua Otávio Tarquino - até 295 - lado ímpar,R$ 400,R$ 0,,1,47m²,1,Padrão,R$ 1.900,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Piscina, Salão de festas",,,
1.100,26010421,Nova Iguaçu,Parque Rosário,Estrada Doutor Plínio Casado (Continuação da R Oscar Soares) - de,R$ 400,R$ 0,,0,42m²,1,Padrão,R$ 1.500,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Piscina, Salão de festas",,,
1.800.000,26260130,Nova Iguaçu,Conjunto Residencial Redenção,Rua Brandão Miranda,R$ 1.300,R$ 150,,2,,1,Casa de condomínio,,"Ar condicionado, Churrasqueira, Piscina","Academia, Condomínio fechado, Piscina",390m²,,
1.800,26220370,Nova Iguaçu,Califórnia,Rua Sebastião Francisco de Moura,R$ 0,R$ 0,,0,,1,Padrão,R$ 1.800,,,100m²,,
5.000,26255130,Nova Iguaçu,Joana D'Arc,Rua Tabelião Murilo Costa,R$ 0,R$ 0,,0,105m²,4,Padrão,R$ 5.000,"Churrasqueira, Piscina, Varanda","Elevador, Piscina",,,
1.350,20710005,Rio de Janeiro,Méier,Rua Oldegard Sapucáia,R$ 765,R$ 0,,1,60m²,1,Padrão,R$ 2.115,Varanda,Elevador,,,
5.000,22765350,Rio de Janeiro,Anil,Rua Soldado Luís Gonzaga,R$ 0,R$ 578,365m²,,,,,,,,,,
2.800,22780160,Rio de Janeiro,Jacarepaguá,Avenida Salvador Allende,R$ 700,R$ 65,,1,55m²,1,Padrão,R$ 3.500,Varanda,,,,
2.500,20011000,Rio de Janeiro,Centro,Rua da Assembléia - lado par,R$ 1.310,R$ 379,84m²,0,,,,,,,,,
1.400,22713004,Rio de Janeiro,Taquara,Estrada do Guerengue - até 1424 - lado par,R$ 645,R$ 72,,0,78m²,2,Padrão,R$ 2.045,"Armários na cozinha, Churrasqueira, Piscina, Varanda","Piscina, Salão de festas, Segurança 24h",,,
330.000,22740260,Rio de Janeiro,Pechincha,Rua Monsenhor Marques,R$ 760,R$ 1.100,,0,80m²,2,Padrão,,"Churrasqueira, Piscina, Varanda","Permitido animais, Piscina, Salão de festas, Segurança 24h",,,
32.000,20271030,Rio de Janeiro,Maracanã,Rua Morais e Silva - até 106/107,R$ 0,R$ 885,,5 ou mais,,5 ou mais,Padrão,R$ 32.000,Armários na cozinha,,710m²,,
4.800.000,20271030,Rio de Janeiro,Maracanã,Rua Morais e Silva - até 106/107,R$ 0,R$ 885,,5 ou mais,,5 ou mais,Padrão,,Armários na cozinha,,710m²,,
2.200,24934265,Maricá,Jardim Atlântico Central (Itaipuaçu),Rua Governador Leonel Brizola - de Quadra 111 a Quadra 171,R$ 150,R$ 50,,1,50m²,2,Padrão,R$ 2.350,Varanda,,,,
20.000,22250908,Rio de Janeiro,Botafogo,Praia Botafogo - de 285/286 ao fim,R$ 22.633,R$ 4.652,672m²,0,,,,,,,,,
11.999,22210906,Rio de Janeiro,Flamengo,Praia do Flamengo - até 193/194,R$ 5.217,R$ 1.443,173m²,3,,,,,,,,,
2.800,22271020,Rio de Janeiro,Botafogo,Rua Conde de Irajá,R$ 1.275,R$ 227,,1,70m²,2,Padrão,R$ 4.075,"Armários na cozinha, Varanda",,,,
2.100,20530000,Rio de Janeiro,Tijuca,Rua Conde de Bonfim - de 0715 a 0999 - lado ímpar,R$ 600,R$ 100,,0,92m²,2,Padrão,R$ 2.700,Armários na cozinha,Permitido animais,,,
2.495,21211006,Rio de Janeiro,Vila da Penha,Avenida Meriti - de 758 a 3002 - lado par,R$ 0,R$ 0,,1,62m²,2,Padrão,R$ 2.495,,,,,
700,26297276,Nova Iguaçu,Paraíso,Rua André,,,9000m²,,,,Sítios e chácaras,,,,,,
1.200,20551100,Rio de Janeiro,Vila Isabel,Rua Engenheiro Gama Lobo,R$ 350,R$ 20,,,48m²,1,Padrão,R$ 1.550,,,,,
6.000,22040002,Rio de Janeiro,Copacabana,,R$ 0,R$ 380,45m²,,,,,,,,,,
1.100,22790704,Rio de Janeiro,Recreio dos Bandeirantes,Avenida das Américas - de 15598 a 20000 - lado par,R$ 360,R$ 3,23m²,1,,,,,,,,,
2.900,24230370,Niterói,Vital Brazil,Rua Juiz Goulart Monteiro,R$ 1.040,R$ 352,,1,100m²,3,Padrão,R$ 3.940,,,,,
3.000,22050032,Rio de Janeiro,Copacabana,Rua Barão de Ipanema - de 2 ao fim - lado par,R$ 950,R$ 258,,,75m²,1,Padrão,R$ 3.950,Mobiliado,"Condomínio fechado, Elevador, Permitido animais, Portaria",,,
2.650,22750012,Rio de Janeiro,Freguesia (Jacarepaguá),Estrada do Bananal - de 203 ao fim - lado ímpar,R$ 859,R$ 180,,1,78m²,2,Padrão,R$ 3.509,"Academia, Churrasqueira, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
610.000,22750012,Rio de Janeiro,Freguesia (Jacarepaguá),Estrada do Bananal - de 203 ao fim - lado ímpar,R$ 859,R$ 180,,1,78m²,2,Padrão,,"Academia, Churrasqueira, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
750,21351350,Rio de Janeiro,Oswaldo Cruz,Travessa Dona Luzia,R$ 170,R$ 0,,,45m²,1,Padrão,R$ 920,Varanda,,,,
750,21351350,Rio de Janeiro,Oswaldo Cruz,Travessa Dona Luzia,R$ 170,R$ 0,,,45m²,1,Padrão,R$ 920,Varanda,,,,
2.900,21330320,Rio de Janeiro,Vila Valqueire,Praça Saiqui,R$ 1.300,R$ 254,60m²,,,,,,,,,,
12.000,22420006,Rio de Janeiro,Ipanema,Avenida Vieira Souto - de 378 a 526 - lado par,R$ 3.682,R$ 1.945,,2,210m²,5 ou mais,Cobertura,R$ 15.682,"Ar condicionado, Mobiliado, Varanda",Elevador,,,
1.800,24330190,Niterói,Várzea das Moças,Estrada Itália,,,,1,,2,Padrão,R$ 1.800,"Armários na cozinha, Varanda",,90m²,,
900,20785300,Rio de Janeiro,Maria da Graça,Rua Oliveira Serpa,R$ 200,R$ 0,,1,50m²,1,Padrão,R$ 1.100,,,,,
3.310,22750006,Rio de Janeiro,Anil,Rua Ituverava - até 960 - lado par,R$ 1.200,R$ 308,,2,154m²,5 ou mais,Cobertura,R$ 4.510,"Piscina, Varanda","Elevador, Piscina, Salão de festas",,,
3.310,22750006,Rio de Janeiro,Anil,Rua Ituverava - até 960 - lado par,R$ 1.200,R$ 308,,2,154m²,5 ou mais,Cobertura,R$ 4.510,"Piscina, Varanda","Elevador, Piscina, Salão de festas",,,
2.900,22630011,Rio de Janeiro,Barra da Tijuca,Avenida Lúcio Costa - de 3606 a 4998 - lado par,R$ 1.200,R$ 490,,1,55m²,1,Padrão,R$ 4.100,"Academia, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Elevador, Piscina, Salão de festas, Segurança 24h",,,
480.000,20775170,Rio de Janeiro,Cachambi,Rua Garcia Redondo,R$ 100,R$ 100,,1,,2,Casa de condomínio,,,,110m²,,
900,20771420,Rio de Janeiro,Todos os Santos,Rua Honório - até 599/600,R$ 330,R$ 1,,,50m²,1,Padrão,R$ 1.230,,,,,
700,26013720,Nova Iguaçu,Duque Estrada,Rua Lamartine Meyer,R$ 0,R$ 45,,0,,1,Padrão,R$ 700,,,10m²,,
5.700,20050094,Rio de Janeiro,Centro,Rua Uruguaiana - de 045 a 099 - lado ímpar,R$ 0,R$ 0,231m²,0,,,,,,,,,
3.200,23880000,Mangaratiba,Itacurussá,,,,,2,,3,Casa de condomínio,R$ 3.200,"Churrasqueira, Varanda",,,,
550,26125400,Belford Roxo,São Francisco de Assis,Estrada Doutor Farrula,,,,,,1,Padrão,,Armários na cozinha,,,,
6.500,22640100,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - até 1600 - lado par,R$ 1.900,R$ 15.890,126m²,1,,,,,,,,,
450.000,26031280,Nova Iguaçu,Cerâmica,Rua Stanislau,R$ 0,R$ 0,,2,,3,Padrão,,"Churrasqueira, Varanda",,240m²,,
15.000,20950003,Rio de Janeiro,São Francisco Xavier,Avenida Marechal Rondon - até 709 - lado ímpar,R$ 400,R$ 0,,1,75m²,1,Padrão,R$ 15.400,Ar condicionado,,,,
858,23070220,Rio de Janeiro,Campo Grande,Estrada do Campinho - até 2796 - lado par,R$ 165,R$ 306,,1,,,,,,,,,
700,26172040,Belford Roxo,São Vicente,Rua Santa Margarida,,,0m²,0,,,,,,,,,
1.100,26112100,Belford Roxo,Centro,Rua Carolina Ferreira,,,,1,0m²,1,,,,,,,
2.200.000,22776070,Rio de Janeiro,Barra da Tijuca,Avenida Flamboyants da Península,R$ 2.850,R$ 4.000,,3,145m²,2,Padrão,,"Academia, Ar condicionado, Churrasqueira, Piscina","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
3.600,22640102,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 2552 a 5150 - lado par,R$ 3.054,R$ 9.300,76m²,2,,,,,,,,,
13.900,22630010,Rio de Janeiro,Barra da Tijuca,Avenida Lúcio Costa - de 3102 a 3604 - lado par,R$ 3.900,R$ 1.265,,2,145m²,3,Padrão,R$ 17.800,"Academia, Ar condicionado, Área de serviço, Armários na cozinha, Armários no quarto, Piscina, Quarto de serviço, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas, Segurança 24h",,,
8.000,23020240,Rio de Janeiro,Guaratiba,Estrada Roberto Burle Marx - até 799/800,R$ 0,R$ 0,300m²,0,,,,,,,,,
4.500,23030360,Rio de Janeiro,Guaratiba,Estrada do Morro Cavado - até 2546/2547,R$ 170,R$ 0,,1,,3,Padrão,R$ 4.670,"Ar condicionado, Churrasqueira",Condomínio fechado,100m²,,
4.000,22790704,Rio de Janeiro,Recreio dos Bandeirantes,Avenida das Américas - de 15598 a 20000 - lado par,R$ 0,R$ 0,80m²,1,,,,,,,,,
5.800,22241130,Rio de Janeiro,Cosme Velho,Rua Erere,R$ 0,R$ 550,62m²,1,,,,,,,,,
750,24465790,São Gonçalo,Boaçu,Rua Nair Quintela,R$ 0,R$ 72,,0,,1,Padrão,R$ 750,,,40m²,,
1.400,24426460,São Gonçalo,Porto Velho,Rua Américo Ribeiro,R$ 0,R$ 94,,1,,1,Padrão,R$ 1.400,,,80m²,,
3.500,26255230,Nova Iguaçu,Centro,Avenida Doutor Mário Guimarães,R$ 700,R$ 165,,2,108m²,2,Padrão,R$ 4.200,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Elevador, Piscina, Salão de festas",,,
800,20040003,Rio de Janeiro,Centro,Avenida Rio Branco - de 146 ao fim - lado par,R$ 1.253,R$ 216,33m²,0,,,,,,,,,
2.000,20930010,Rio de Janeiro,Benfica,Rua Professora Ester de Melo,R$ 0,R$ 2.800,105m²,0,,,,,,,,,
3.500,24358080,Niterói,Piratininga,Avenida Doutor Acúrcio Torres,R$ 600,R$ 234,,1,128m²,2,Cobertura,R$ 4.100,Varanda,Elevador,,,
1.200,20745125,Rio de Janeiro,Encantado,Rua Pompílio de Albuquerque,R$ 424,R$ 0,,1,40m²,1,Padrão,R$ 1.624,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Elevador, Piscina, Salão de festas, Segurança 24h",,,
6.000,22040002,Rio de Janeiro,Copacabana,Rua Barata Ribeiro - de 208 a 570 - lado par,R$ 0,R$ 409,25m²,,,,,,,,,,
48.000,22431001,Rio de Janeiro,Leblon,Avenida Bartolomeu Mitre - até 495 - lado ímpar,R$ 6.900,R$ 1.400,,4,500m²,5 ou mais,Cobertura,R$ 54.900,"Ar condicionado, Mobiliado, Varanda","Elevador, Salão de festas",,,
95.000,22430210,Rio de Janeiro,Leblon,Rua João Líra,R$ 0,R$ 0,991m²,,,,,,,,,,
1.700,22795570,Rio de Janeiro,Recreio dos Bandeirantes,Avenida Gilka Machado - até 851/852,R$ 100,R$ 0,,0,50m²,1,Padrão,R$ 1.800,,,,,
2.500,20011901,Rio de Janeiro,Centro,Rua da Assembléia - lado par,R$ 2.359,R$ 600,84m²,,,,,,,,,,
1.000,20230024,Rio de Janeiro,Centro,Rua Washington Luís - até 61 - lado ímpar,R$ 336,R$ 152,43m²,0,,,,,,,,,
3.000,22050032,Rio de Janeiro,Copacabana,Rua Barão de Ipanema - de 2 ao fim - lado par,R$ 950,R$ 258,,,67m²,2,Padrão,R$ 3.950,Ar condicionado,"Elevador, Segurança 24h",,,
1.900,23070220,Rio de Janeiro,Campo Grande,Estrada do Campinho - até 2796 - lado par,R$ 751,R$ 102,,1,94m²,1,Padrão,R$ 2.651,"Piscina, Varanda","Elevador, Piscina, Salão de festas",,,
1.900,20521000,Rio de Janeiro,Tijuca,Rua dos Araujos,R$ 750,R$ 125,,0,130m²,2,Padrão,R$ 2.650,,Permitido animais,,,
1.100,20755240,Rio de Janeiro,Abolição,Rua Bráulio Muniz,R$ 410,R$ 0,,0,80m²,1,Padrão,R$ 1.510,Armários na cozinha,Permitido animais,,,
580.000,22410902,Rio de Janeiro,Ipanema,Rua Visconde de Pirajá - de 340 ao fim - lado par,R$ 2.000,R$ 430,30m²,0,,,,,,,,,
850,20765000,Rio de Janeiro,Del Castilho,Avenida Pastor Martin Luther King Jr - até 02342 - lado par,R$ 905,R$ 150,30m²,1,,,,,,,,,
1.800,22031060,Rio de Janeiro,Copacabana,Praça Vereador Rocha Leão,R$ 550,R$ 90,,0,30m²,1,Padrão,R$ 2.350,Armários na cozinha,Permitido animais,,,
1.600,20910000,Rio de Janeiro,São Cristóvão,Rua Antônio Henrique de Noronha,R$ 960,R$ 70,,1,103m²,1,Padrão,R$ 2.560,Armários na cozinha,Permitido animais,,,
3.500,23050360,Rio de Janeiro,Campo Grande,Rua Coronel Agostinho,R$ 1.597,R$ 104,54m²,0,,,,,,,,,
1.200,24903825,Maricá,Flamengo,Rua Euclides dos Santos Quintanilha,R$ 0,R$ 0,,0,,1,Padrão,R$ 1.200,Varanda,,60m²,,
4.000,22790170,Rio de Janeiro,Recreio dos Bandeirantes,Rua Coronel João Olintho,R$ 1.106,R$ 347,,2,110m²,1,Padrão,R$ 5.106,"Armários na cozinha, Mobiliado, Varanda",,,,
6.500,22620320,Rio de Janeiro,Barra da Tijuca,Rua Coronel Euríco de Sousa Gomes Filho,R$ 1.600,R$ 628,,2,175m²,3,Padrão,R$ 8.100,Varanda,Elevador,,,
